URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://ohs.dev/ValueSet/search-scope-vs,0.1.0,draft,,SearchScopeVS,Search Scope ValueSet,"All valid search scope codes.","StructureDefinition/ViewJoinMap","Internal"
http://ohs.dev/ValueSet/view-type-vs,0.1.0,draft,,ViewTypeVS,View Type ValueSet,"All view type codes a ViewConfig may bind to.",,"Internal"
